Nombre,prueba,tipo,Hora de inserción,Tamaño Total copiado,Total de ficheros copiados,Ficheros borrados,Pago,Cobró,Comentario
,Miércoles 25 de Enero,,,,,,,,
,   52  Dispositivos,,,,,,,,
,   474.1 GB,,,,,,,,
,   1015 ficheros,,,,,,,,
,   $3018,,,,,,,,
Nombre de Dispositivo,,Tipo,Hora de inserción,Tamaño Total copiado,Total de ficheros copiados,Ficheros borrados,Pago,Cobró,Comentario
,031 - Entre Sombras (Colombia).mp4,232MB,05:07:16 ,M:\Entre sombras [COLOMBIA] (60 CAP)\031 - Entre Sombras (Colombia).mp4,,,,,
,032 - Entre Sombras (Colombia).mp4,204MB,05:08:03 ,M:\Entre sombras [COLOMBIA] (60 CAP)\032 - Entre Sombras (Colombia).mp4,,,,,
,033 - Entre Sombras (Colombia).mp4,189MB,05:08:32 ,M:\Entre sombras [COLOMBIA] (60 CAP)\033 - Entre Sombras (Colombia).mp4,,,,,
,037 - Entre Sombras (Colombia).mp4,184MB,05:11:35 ,M:\Entre sombras [COLOMBIA] (60 CAP)\037 - Entre Sombras (Colombia).mp4,,,,,
,040 - Entre Sombras (Colombia).mp4,117MB,05:13:51 ,M:\Entre sombras [COLOMBIA] (60 CAP)\040 - Entre Sombras (Colombia).mp4,,,,,
,042 - Entre Sombras (Colombia).mp4,116MB,05:47:54 ,M:\(Estreno) Entre Sombras (Colombia)\042 - Entre Sombras (Colombia).mp4,,,,,
,Why You Should Never Run With A....mp4,86MB,04:57:27 ,M:\[Camaras ocultas] Just For Laughs Gags\Why You Should Never Run With A....mp4,,,,,
,Teddy Bear Caught Dealing _ Just For Laughs Gags.mp4,64MB,04:56:47 ,M:\[Camaras ocultas] Just For Laughs Gags\Teddy Bear Caught Dealing _ Just For Laughs Gags.mp4,,,,,
,Police Proposal Caught On Camera _ Just For Laughs Gags.mp4,63MB,04:55:54 ,M:\[Camaras ocultas] Just For Laughs Gags\Police Proposal Caught On Camera _ Just For Laughs Gags.mp4,,,,,
,Police Intervention Gets Gross _ Just For Laughs Gags.mp4,61MB,04:55:46 ,M:\[Camaras ocultas] Just For Laughs Gags\Police Intervention Gets Gross _ Just For Laughs Gags.mp4,,,,,
,When Karen Gets Arrested... _ Just For Laughs Gags.mp4,57MB,04:57:19 ,M:\[Camaras ocultas] Just For Laughs Gags\When Karen Gets Arrested... _ Just For Laughs Gags.mp4,,,,,
,She challenged the officer to a 1 vs 1... _ Just For Laughs Gags.mp4,52MB,04:56:19 ,M:\[Camaras ocultas] Just For Laughs Gags\She challenged the officer to a 1 vs 1... _ Just For Laughs Gags.mp4,,,,,
,She crashed her car into the police car... _ Just For Laughs Gags.mp4,49MB,04:56:27 ,M:\[Camaras ocultas] Just For Laughs Gags\She crashed her car into the police car... _ Just For Laughs Gags.mp4,,,,,
,The worst place to give birth... _ Just For Laughs Gags.mp4,42MB,04:57:08 ,M:\[Camaras ocultas] Just For Laughs Gags\The worst place to give birth... _ Just For Laughs Gags.mp4,,,,,
,Scary unexpected massage... _ Just For Laughs Gags.mp4,35MB,04:56:04 ,M:\[Camaras ocultas] Just For Laughs Gags\Scary unexpected massage... _ Just For Laughs Gags.mp4,,,,,
,They made fun of him... _ Just For Laughs Gags.mp4,33MB,04:57:14 ,M:\[Camaras ocultas] Just For Laughs Gags\They made fun of him... _ Just For Laughs Gags.mp4,,,,,
,School project not saved and lost forever... _ Just For Laughs Gags.mp4,31MB,04:56:12 ,M:\[Camaras ocultas] Just For Laughs Gags\School project not saved and lost forever... _ Just For Laughs Gags.mp4,,,,,
,She learn only from mistakes _ Just For Laughs Gags.mp4,31MB,04:56:35 ,M:\[Camaras ocultas] Just For Laughs Gags\She learn only from mistakes _ Just For Laughs Gags.mp4,,,,,
,She was shocked by the young generation's dances... _ Just For Laughs Gags.mp4,31MB,04:56:39 ,M:\[Camaras ocultas] Just For Laughs Gags\She was shocked by the young generation's dances... _ Just For Laughs Gags.mp4,,,,,
,The price to pay to avoid getting tickets _ Just For Laughs Gags.mp4,28MB,04:57:04 ,M:\[Camaras ocultas] Just For Laughs Gags\The price to pay to avoid getting tickets _ Just For Laughs Gags.mp4,,,,,
,The Joker is back on the streets... _ Just For Laughs Gags.mp4,26MB,04:57:00 ,M:\[Camaras ocultas] Just For Laughs Gags\The Joker is back on the streets... _ Just For Laughs Gags.mp4,,,,,
,She was shocked... _ Just For Laughs Gags.mp4,23MB,04:56:44 ,M:\[Camaras ocultas] Just For Laughs Gags\She was shocked... _ Just For Laughs Gags.mp4,,,,,
,The first ever Back-BackFilp... _ Just For Laughs Gags.mp4,22MB,04:56:57 ,M:\[Camaras ocultas] Just For Laughs Gags\The first ever Back-BackFilp... _ Just For Laughs Gags.mp4,,,,,
,eng.srt,84KB,05:25:28 ,M:\PELICULAS\Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL\Subs\eng.srt,,,,,
,spa.srt,82KB,05:30:50 ,M:\PELICULAS\Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL\Subs\spa.srt,,,,,
,Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL.jpg,59KB,05:25:28 ,M:\PELICULAS\Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL\Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL.jpg,,,,,
,Hemlock Grove - 3x08.srt,54KB,05:22:47 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x08.srt,,,,,
,Hemlock Grove - 3x01.srt,53KB,05:15:25 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x01.srt,,,,,
,Hemlock Grove - 3x07.srt,51KB,05:21:17 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x07.srt,,,,,
,Hemlock Grove - 3x05.srt,49KB,05:19:29 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x05.srt,,,,,
,Hemlock Grove - 3x03.srt,45KB,05:17:26 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x03.srt,,,,,
,Hemlock Grove - 3x06.srt,44KB,05:20:23 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x06.srt,,,,,
,Hemlock Grove - 3x09.srt,42KB,05:24:06 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x09.srt,,,,,
,Hemlock Grove - 3x10.srt,42KB,05:25:26 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x10.srt,,,,,
,Hemlock Grove - 3x02.srt,40KB,05:16:12 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x02.srt,,,,,
,Hemlock Grove - 3x04.srt,40KB,05:18:35 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x04.srt,,,,,
,"Lilo, mi amigo el cocodrilo (2022).jpg",22KB,05:30:50 ,"M:\PELICULAS\Lilo, mi amigo el cocodrilo (2022)\Lilo, mi amigo el cocodrilo (2022).jpg",,,,,
YOA (N:),,Memoria 16 GB,16:40,346 MB,1 fichero,0 ficheros,$0,,"""CONVERTIDO"""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,El extra navideño del bebé jefazo (2022).mp4,346MB,04:53:11 ,N:\El extra navideño del bebé jefazo (2022).mp4,,,,,
ABEL (Q:),,Memoria 8 GB,16:31,4.6 GB,15 ficheros,0 ficheros,$38,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,059 - El Rico y Lazaro (Brasil).mpg,404MB,04:39:03 ,Q:\059 - El Rico y Lazaro (Brasil).mpg,,,,,
,055 - El Rico y Lazaro (Brasil).mpg,357MB,04:35:57 ,Q:\055 - El Rico y Lazaro (Brasil).mpg,,,,,
,057 - El Rico y Lazaro (Brasil).mpg,350MB,04:37:29 ,Q:\057 - El Rico y Lazaro (Brasil).mpg,,,,,
,052 - El Rico y Lazaro (Brasil).mpg,347MB,04:33:51 ,Q:\052 - El Rico y Lazaro (Brasil).mpg,,,,,
,064 - El Rico y Lazaro (Brasil).mpg,344MB,04:42:36 ,Q:\064 - El Rico y Lazaro (Brasil).mpg,,,,,
,058 - El Rico y Lazaro (Brasil).mpg,336MB,04:38:18 ,Q:\058 - El Rico y Lazaro (Brasil).mpg,,,,,
,063 - El Rico y Lazaro (Brasil).mpg,329MB,04:41:52 ,Q:\063 - El Rico y Lazaro (Brasil).mpg,,,,,
,050 - El Rico y Lazaro (Brasil).mpg,317MB,04:32:28 ,Q:\050 - El Rico y Lazaro (Brasil).mpg,,,,,
,061 - El Rico y Lazaro (Brasil).mpg,309MB,04:40:33 ,Q:\061 - El Rico y Lazaro (Brasil).mpg,,,,,
,054 - El Rico y Lazaro (Brasil).mpg,308MB,04:35:16 ,Q:\054 - El Rico y Lazaro (Brasil).mpg,,,,,
,051 - El Rico y Lazaro (Brasil).mpg,277MB,04:33:10 ,Q:\051 - El Rico y Lazaro (Brasil).mpg,,,,,
,053 - El Rico y Lazaro (Brasil).mpg,273MB,04:34:36 ,Q:\053 - El Rico y Lazaro (Brasil).mpg,,,,,
,056 - El Rico y Lazaro (Brasil).mpg,265MB,04:36:48 ,Q:\056 - El Rico y Lazaro (Brasil).mpg,,,,,
,062 - El Rico y Lazaro (Brasil).mpg,264MB,04:41:17 ,Q:\062 - El Rico y Lazaro (Brasil).mpg,,,,,
,060 - El Rico y Lazaro (Brasil).mpg,257MB,04:39:58 ,Q:\060 - El Rico y Lazaro (Brasil).mpg,,,,,
(E:),,Memoria 16 GB,16:31,16.4 GB,54 ficheros,36 ficheros,$125,,"""CON LA DE ABAJO"""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,Bright [2017] [Dual Audio] [1080p].mp4,1.8GB,05:06:51 ,"E:\[HD] Bright [2017] [Dual Audio] [1080p] [1,89 Gb][Will Smith]\Bright [2017] [Dual Audio] [1080p].mp4",,,,,
,043 - Topissima (Brasil).mpg,352MB,04:55:57 ,E:\043 - Topissima (Brasil).mpg,,,,,
,040 - Topissima (Brasil).mpg,348MB,04:52:52 ,E:\040 - Topissima (Brasil).mpg,,,,,
,2x01 - La Reina del Sur (Mexico).mpg,338MB,05:21:37 ,E:\2x01 - La Reina del Sur (Mexico).mpg,,,,,
,041 - Topissima (Brasil).mpg,325MB,04:54:08 ,E:\041 - Topissima (Brasil).mpg,,,,,
,La mujer del diablo 3 Capt-7 {22-01-2023}.mpg,311MB,04:39:03 ,E:\La mujer del diablo 3 Capt-7 {22-01-2023}.mpg,,,,,
,042 - Topissima (Brasil).mpg,310MB,04:55:15 ,E:\042 - Topissima (Brasil).mpg,,,,,
,La mujer del diablo 3 Capt-10 {22-01-2023}.mpg,307MB,04:40:58 ,E:\La mujer del diablo 3 Capt-10 {22-01-2023}.mpg,,,,,
,2x09 - La Reina del Sur (Mexico).mpg,306MB,05:27:28 ,E:\2x09 - La Reina del Sur (Mexico).mpg,,,,,
,2x04 - La Reina del Sur (Mexico).mpg,305MB,05:23:50 ,E:\2x04 - La Reina del Sur (Mexico).mpg,,,,,
,La mujer del diablo 3 Capt-4 {22-01-2023}.mpg,305MB,04:37:13 ,E:\La mujer del diablo 3 Capt-4 {22-01-2023}.mpg,,,,,
,2x06 - La Reina del Sur (Mexico).mpg,303MB,05:25:23 ,E:\2x06 - La Reina del Sur (Mexico).mpg,,,,,
,039 - Topissima (Brasil).mpg,301MB,04:52:07 ,E:\039 - Topissima (Brasil).mpg,,,,,
,2x05 - La Reina del Sur (Mexico).mpg,301MB,05:24:39 ,E:\2x05 - La Reina del Sur (Mexico).mpg,,,,,
,2x03 - La Reina del Sur (Mexico).mpg,295MB,05:23:07 ,E:\2x03 - La Reina del Sur (Mexico).mpg,,,,,
,2x10 - La Reina del Sur (Mexico).mpg,293MB,05:28:11 ,E:\2x10 - La Reina del Sur (Mexico).mpg,,,,,
,2x07 - La Reina del Sur (Mexico).mpg,292MB,05:26:05 ,E:\2x07 - La Reina del Sur (Mexico).mpg,,,,,
,2x08 - La Reina del Sur (Mexico).mpg,291MB,05:26:47 ,E:\2x08 - La Reina del Sur (Mexico).mpg,,,,,
,La mujer del diablo 3 Capt-3 {22-01-2023}.mpg,291MB,04:36:34 ,E:\La mujer del diablo 3 Capt-3 {22-01-2023}.mpg,,,,,
,La mujer del diablo 3 Capt-9 {22-01-2023}.mpg,290MB,04:40:19 ,E:\La mujer del diablo 3 Capt-9 {22-01-2023}.mpg,,,,,
,2x15 - La Reina del Sur (Mexico).mpg,284MB,05:31:44 ,E:\2x15 - La Reina del Sur (Mexico).mpg,,,,,
,2x34 - La Reina del Sur (Mexico).mpg,283MB,05:48:41 ,E:\2x34 - La Reina del Sur (Mexico).mpg,,,,,
,2x19 - La Reina del Sur (Mexico).mpg,283MB,05:34:27 ,E:\2x19 - La Reina del Sur (Mexico).mpg,,,,,
,2x02 - La Reina del Sur (Mexico).mpg,283MB,05:22:28 ,E:\2x02 - La Reina del Sur (Mexico).mpg,,,,,
,2x14 - La Reina del Sur (Mexico).mpg,283MB,05:30:55 ,E:\2x14 - La Reina del Sur (Mexico).mpg,,,,,
,2x24 - La Reina del Sur (Mexico).mpg,283MB,05:42:09 ,E:\2x24 - La Reina del Sur (Mexico).mpg,,,,,
,2x20 - La Reina del Sur (Mexico).mpg,282MB,05:35:05 ,E:\2x20 - La Reina del Sur (Mexico).mpg,,,,,
,2x31 - La Reina del Sur (Mexico).mpg,281MB,05:46:41 ,E:\2x31 - La Reina del Sur (Mexico).mpg,,,,,
,2x21 - La Reina del Sur (Mexico).mpg,281MB,05:40:21 ,E:\2x21 - La Reina del Sur (Mexico).mpg,,,,,
,2x36 - La Reina del Sur (Mexico).mpg,280MB,05:49:54 ,E:\2x36 - La Reina del Sur (Mexico).mpg,,,,,
,2x33 - La Reina del Sur (Mexico).mpg,280MB,05:48:01 ,E:\2x33 - La Reina del Sur (Mexico).mpg,,,,,
,2x29 - La Reina del Sur (Mexico).mpg,280MB,05:45:27 ,E:\2x29 - La Reina del Sur (Mexico).mpg,,,,,
,2x17 - La Reina del Sur (Mexico).mpg,280MB,05:33:13 ,E:\2x17 - La Reina del Sur (Mexico).mpg,,,,,
,2x23 - La Reina del Sur (Mexico).mpg,280MB,05:41:32 ,E:\2x23 - La Reina del Sur (Mexico).mpg,,,,,
,2x30 - La Reina del Sur (Mexico).mpg,279MB,05:46:04 ,E:\2x30 - La Reina del Sur (Mexico).mpg,,,,,
,2x12 - La Reina del Sur (Mexico).mpg,279MB,05:29:28 ,E:\2x12 - La Reina del Sur (Mexico).mpg,,,,,
,2x28 - La Reina del Sur (Mexico).mpg,279MB,05:44:50 ,E:\2x28 - La Reina del Sur (Mexico).mpg,,,,,
,2x37 - La Reina del Sur (Mexico).mpg,279MB,05:50:31 ,E:\2x37 - La Reina del Sur (Mexico).mpg,,,,,
,2x13 - La Reina del Sur (Mexico).mpg,278MB,05:30:08 ,E:\2x13 - La Reina del Sur (Mexico).mpg,,,,,
,La mujer del diablo 3 Capt-2 {22-01-2023}.mpg,278MB,04:35:57 ,E:\La mujer del diablo 3 Capt-2 {22-01-2023}.mpg,,,,,
,2x16 - La Reina del Sur (Mexico).mpg,278MB,05:32:31 ,E:\2x16 - La Reina del Sur (Mexico).mpg,,,,,
,2x35 - La Reina del Sur (Mexico).mpg,277MB,05:49:18 ,E:\2x35 - La Reina del Sur (Mexico).mpg,,,,,
,2x11 - La Reina del Sur (Mexico).mpg,277MB,05:28:51 ,E:\2x11 - La Reina del Sur (Mexico).mpg,,,,,
,2x25 - La Reina del Sur (Mexico).mpg,277MB,05:42:47 ,E:\2x25 - La Reina del Sur (Mexico).mpg,,,,,
,2x27 - La Reina del Sur (Mexico).mpg,277MB,05:44:09 ,E:\2x27 - La Reina del Sur (Mexico).mpg,,,,,
,2x18 - La Reina del Sur (Mexico).mpg,275MB,05:33:51 ,E:\2x18 - La Reina del Sur (Mexico).mpg,,,,,
,2x32 - La Reina del Sur (Mexico).mpg,275MB,05:47:20 ,E:\2x32 - La Reina del Sur (Mexico).mpg,,,,,
,2x26 - La Reina del Sur (Mexico).mpg,274MB,05:43:30 ,E:\2x26 - La Reina del Sur (Mexico).mpg,,,,,
,La mujer del diablo 3 Capt-6 {22-01-2023}.mpg,270MB,04:38:27 ,E:\La mujer del diablo 3 Capt-6 {22-01-2023}.mpg,,,,,
,La mujer del diablo 3 Capt-8 {22-01-2023}.mpg,264MB,04:39:43 ,E:\La mujer del diablo 3 Capt-8 {22-01-2023}.mpg,,,,,
,2x22 - La Reina del Sur (Mexico).mpg,254MB,05:40:57 ,E:\2x22 - La Reina del Sur (Mexico).mpg,,,,,
,La mujer del diablo 3 Capt-5 {22-01-2023}.mpg,247MB,04:37:54 ,E:\La mujer del diablo 3 Capt-5 {22-01-2023}.mpg,,,,,
,La mujer del diablo 3 Capt-1 {22-01-2023}.mpg,245MB,04:35:22 ,E:\La mujer del diablo 3 Capt-1 {22-01-2023}.mpg,,,,,
,Bright [2017] [Dual Audio] [1080p].jpg,99KB,05:06:51 ,"E:\[HD] Bright [2017] [Dual Audio] [1080p] [1,89 Gb][Will Smith]\Bright [2017] [Dual Audio] [1080p].jpg",,,,,
BARBARA (S:),,Memoria 16 GB,16:22,2.5 GB,8 ficheros,6 ficheros,$0,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,036 - Topissima (Brasil).mpg,384MB,04:53:10 ,S:\Topissima 6-\036 - Topissima (Brasil).mpg,,,,,
,034 - Topissima (Brasil).mpg,352MB,04:52:46 ,S:\Topissima 6-\034 - Topissima (Brasil).mpg,,,,,
,030 - Topissima (Brasil).mpg,337MB,04:51:29 ,S:\Topissima 6-\030 - Topissima (Brasil).mpg,,,,,
,033 - Topissima (Brasil).mpg,331MB,04:52:20 ,S:\Topissima 6-\033 - Topissima (Brasil).mpg,,,,,
,032 - Topissima (Brasil).mpg,325MB,04:52:03 ,S:\Topissima 6-\032 - Topissima (Brasil).mpg,,,,,
,031 - Topissima (Brasil).mpg,319MB,04:51:47 ,S:\Topissima 6-\031 - Topissima (Brasil).mpg,,,,,
,037 - Topissima (Brasil).mpg,281MB,04:54:33 ,S:\Topissima 6-\037 - Topissima (Brasil).mpg,,,,,
,038 - Topissima (Brasil).mpg,277MB,04:54:55 ,S:\Topissima 6-\038 - Topissima (Brasil).mpg,,,,,
(R:),,Memoria 8 GB,16:16,1.0 GB,5 ficheros,4 ficheros,$85,,"""CON LA DE ABAJO"""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,Mi Querida Madre Capt-183 {23-01-2023}.mpg,303MB,04:28:14 ,R:\Mi Querida Madre Capt-183 {23-01-2023}.mpg,,,,,
,Mi Querida Madre Capt-182 {20-01-2023}.mp4,214MB,04:29:35 ,R:\Mi Querida Madre Capt-182 {20-01-2023}.mp4,,,,,
,Mi Querida Madre Capt-184 {24-01-2023}.mp4,210MB,04:28:59 ,R:\Mi Querida Madre Capt-184 {24-01-2023}.mp4,,,,,
,Volver A Caer Capt-1 {20-01-2023}.mp4,187MB,04:17:40 ,R:\Volver A Caer Capt-1 {20-01-2023}.mp4,,,,,
,Volver A Caer Capt-2 {20-01-2023}.mp4,172MB,04:18:18 ,R:\Volver A Caer Capt-2 {20-01-2023}.mp4,,,,,
(Q:),,Memoria 8 GB,16:08,6.5 GB,30 ficheros,40 ficheros,$0,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,Tuzak Capt-14 {23-01-2023}.mp4,530MB,04:23:39 ,Q:\Tuzak\Tuzak Capt-14 {23-01-2023}.mp4,,,,,
,Cabo Capt-62 {17-01-2023}.mp4,448MB,04:16:58 ,Q:\Cabo\Cabo Capt-62 {17-01-2023}.mp4,,,,,
,Cabo Capt-63 {18-01-2023}.mp4,447MB,04:18:10 ,Q:\Cabo\Cabo Capt-63 {18-01-2023}.mp4,,,,,
,Cabo Capt-66 {23-01-2023}.mp4,357MB,04:15:33 ,Q:\Cabo\Cabo Capt-66 {23-01-2023}.mp4,,,,,
,Mi Querida Madre Capt-179 {17-01-2023}.mpg,303MB,04:25:15 ,Q:\Mi querida madre 145-\Mi Querida Madre Capt-179 {17-01-2023}.mpg,,,,,
,Mi Querida Madre Capt-179 {17-01-2023}.mpg,303MB,04:27:43 ,Q:\Mi Querida Madre\Mi Querida Madre Capt-179 {17-01-2023}.mpg,,,,,
,Mi Querida Madre Capt-181 {19-01-2023}.mpg,302MB,04:26:46 ,Q:\Mi Querida Madre\Mi Querida Madre Capt-181 {19-01-2023}.mpg,,,,,
,Mi Querida Madre Capt-180 {18-01-2023}.mpg,302MB,04:28:28 ,Q:\Mi Querida Madre\Mi Querida Madre Capt-180 {18-01-2023}.mpg,,,,,
,"019 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",243MB,04:10:25 ,"Q:\(Estreno) Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil)\019 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",,,,,
,"020 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",239MB,04:11:05 ,"Q:\(Estreno) Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil)\020 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",,,,,
,"021 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",227MB,04:11:45 ,"Q:\(Estreno) Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil)\021 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",,,,,
,"022 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",223MB,04:12:19 ,"Q:\(Estreno) Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil)\022 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",,,,,
,"023 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",220MB,04:12:53 ,"Q:\(Estreno) Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil)\023 - Cuanta mas Vida, Mejor (Solo se Vive dos Veces) (Brasil).mp4",,,,,
,Mi Querida Madre Capt-182 {20-01-2023}.mp4,214MB,04:20:43 ,Q:\Mi secreto 58-\Mi Querida Madre Capt-182 {20-01-2023}.mp4,,,,,
,Mi Querida Madre Capt-184 {24-01-2023}.mp4,210MB,04:20:08 ,Q:\Mi secreto 58-\Mi Querida Madre Capt-184 {24-01-2023}.mp4,,,,,
,Cabo Capt-65 {20-01-2023}.mp4,168MB,04:19:42 ,Q:\Cabo\Cabo Capt-65 {20-01-2023}.mp4,,,,,
,Mi Secreto Capt-95 {20-01-2023}.mp4,162MB,04:23:13 ,Q:\Mi secreto 58-\Mi Secreto Capt-95 {20-01-2023}.mp4,,,,,
,Mi Secreto Capt-94 {20-01-2023}.mp4,161MB,04:22:48 ,Q:\Mi secreto 58-\Mi Secreto Capt-94 {20-01-2023}.mp4,,,,,
,Cabo Capt-64 {19-01-2023}.mp4,159MB,04:19:18 ,Q:\Cabo\Cabo Capt-64 {19-01-2023}.mp4,,,,,
,Mi Secreto Capt-97 {24-01-2023}.mp4,159MB,04:21:37 ,Q:\Mi secreto 58-\Mi Secreto Capt-97 {24-01-2023}.mp4,,,,,
,Cabo Capt-67 {24-01-2023}.mp4,156MB,04:16:30 ,Q:\Cabo\Cabo Capt-67 {24-01-2023}.mp4,,,,,
,Mi Secreto Capt-92 {18-01-2023}.mp4,155MB,04:22:02 ,Q:\Mi secreto 58-\Mi Secreto Capt-92 {18-01-2023}.mp4,,,,,
,Mi Secreto Capt-93 {19-01-2023}.mp4,154MB,04:22:25 ,Q:\Mi secreto 58-\Mi Secreto Capt-93 {19-01-2023}.mp4,,,,,
,Mi Secreto Capt-96 {24-01-2023}.mp4,152MB,04:21:14 ,Q:\Mi secreto 58-\Mi Secreto Capt-96 {24-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-173 {22-01-2023}.mp4,142MB,04:15:10 ,Q:\Amor Sin Igual\Amor Sin Igual Capt-173 {22-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-170 {18-01-2023}.mp4,141MB,04:14:10 ,Q:\Amor Sin Igual\Amor Sin Igual Capt-170 {18-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-174 {24-01-2023}.mp4,131MB,04:13:29 ,Q:\Amor Sin Igual\Amor Sin Igual Capt-174 {24-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-169 {18-01-2023}.mp4,130MB,04:13:50 ,Q:\Amor Sin Igual\Amor Sin Igual Capt-169 {18-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-172 {20-01-2023}.mp4,121MB,04:14:51 ,Q:\Amor Sin Igual\Amor Sin Igual Capt-172 {20-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-171 {20-01-2023}.mp4,110MB,04:14:34 ,Q:\Amor Sin Igual\Amor Sin Igual Capt-171 {20-01-2023}.mp4,,,,,
MIMI (P:),,Memoria 16 GB,16:06,3.6 GB,10 ficheros,9 ficheros,$25,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,114 - No te enamores  (Turca).mpg,380MB,04:11:28 ,P:\114 - No te enamores  (Turca).mpg,,,,,
,112 - No te enamores  (Turca).mpg,379MB,04:08:03 ,P:\112 - No te enamores  (Turca).mpg,,,,,
,111 - No te enamores  (Turca).mpg,377MB,04:06:55 ,P:\111 - No te enamores  (Turca).mpg,,,,,
,119 - No te enamores  (Turca).mpg,374MB,04:19:04 ,P:\119 - No te enamores  (Turca).mpg,,,,,
,115 - No te enamores  (Turca).mpg,369MB,04:12:35 ,P:\115 - No te enamores  (Turca).mpg,,,,,
,116 - No te enamores  (Turca).mpg,368MB,04:14:21 ,P:\116 - No te enamores  (Turca).mpg,,,,,
,118 - No te enamores  (Turca).mpg,368MB,04:17:31 ,P:\118 - No te enamores  (Turca).mpg,,,,,
,117 - No te enamores  (Turca).mpg,367MB,04:15:56 ,P:\117 - No te enamores  (Turca).mpg,,,,,
,113 - No te enamores  (Turca).mpg,364MB,04:09:41 ,P:\113 - No te enamores  (Turca).mpg,,,,,
,120 - No te enamores  (Turca).mpg,350MB,04:20:40 ,P:\120 - No te enamores  (Turca).mpg,,,,,
martica (O:),,Disco 500 GB,16:00,10.9 GB,24 ficheros,0 ficheros,$96,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,6x00 - ! LIDLT01 Rumbo a la isla de las tentaciones Capitulo 0 {17-01-2023}.mp4,1.6GB,04:04:25 ,O:\La Isla De Las Tentaciones (2022) Temp. 6\6x00 - ! LIDLT01 Rumbo a la isla de las tentaciones Capitulo 0 {17-01-2023}.mp4,,,,,
,! La Casa de los Famosos 3x1 {18-01-2023}.mp4,1.1GB,04:03:03 ,O:\! La Casa de los Famosos 3x1 {18-01-2023}.mp4,,,,,
,! La Casa de los Famosos 11 Programa 4 {24-01-2023}.mp4,1005MB,04:03:18 ,O:\! La Casa de los Famosos 11 Programa 4 {24-01-2023}.mp4,,,,,
,! La Casa de los Famosos 3x3  {20-01-2023}.mp4,980MB,04:03:44 ,O:\! La Casa de los Famosos 3x3  {20-01-2023}.mp4,,,,,
,! La Casa de los Famosos 11 Programa 4 {22-01-2023}.mp4,980MB,04:03:58 ,O:\! La Casa de los Famosos 11 Programa 4 {22-01-2023}.mp4,,,,,
