Nombre,prueba,tipo,Hora de inserción,Tamaño Total copiado,Total de ficheros copiados,Ficheros borrados,Pago,Cobró,Comentario
,Miércoles 25 de Enero,,,,,,,,
,   52  Dispositivos,,,,,,,,
,   474.1 GB,,,,,,,,
,   1015 ficheros,,,,,,,,
,   $3018,,,,,,,,
Nombre de Dispositivo,,Tipo,Hora de inserción,Tamaño Total copiado,Total de ficheros copiados,Ficheros borrados,Pago,Cobró,Comentario
,Machos alfa S01E01.mkv,396MB,05:53:56 ,I:\! 20 de octubre\Machos alfa Temporada 1 Completa (2022) HD 720p Castellano 5.1\Machos alfa S01E01.mkv,,,,,
,7x13 - Master Chef Celebrity (Espana) (FIN).mp4,345MB,05:58:37 ,I:\Master Chef Celebrity (España) Temp. 7\7x13 - Master Chef Celebrity (Espana) (FIN).mp4,,,,,
,001 - Pantanal 2022 (Brasil).mp4,291MB,05:40:49 ,I:\(Estreno) Pantanal 2022 (Brasil)\001 - Pantanal 2022 (Brasil).mp4,,,,,
,003 - Pantanal 2022 (Brasil).mp4,285MB,05:40:54 ,I:\(Estreno) Pantanal 2022 (Brasil)\003 - Pantanal 2022 (Brasil).mp4,,,,,
,016 - Pantanal 2022 (Brasil).mp4,275MB,05:40:57 ,I:\(Estreno) Pantanal 2022 (Brasil)\016 - Pantanal 2022 (Brasil).mp4,,,,,
,005 - Pantanal 2022 (Brasil).mp4,269MB,05:41:04 ,I:\(Estreno) Pantanal 2022 (Brasil)\005 - Pantanal 2022 (Brasil).mp4,,,,,
,013 - Pantanal 2022 (Brasil).mp4,267MB,05:41:43 ,I:\(Estreno) Pantanal 2022 (Brasil)\013 - Pantanal 2022 (Brasil).mp4,,,,,
,004 - Pantanal 2022 (Brasil).mp4,264MB,05:41:58 ,I:\(Estreno) Pantanal 2022 (Brasil)\004 - Pantanal 2022 (Brasil).mp4,,,,,
,015 - Pantanal 2022 (Brasil).mp4,264MB,05:42:17 ,I:\(Estreno) Pantanal 2022 (Brasil)\015 - Pantanal 2022 (Brasil).mp4,,,,,
,014 - Pantanal 2022 (Brasil).mp4,261MB,05:44:50 ,I:\(Estreno) Pantanal 2022 (Brasil)\014 - Pantanal 2022 (Brasil).mp4,,,,,
,011 - Pantanal 2022 (Brasil).mp4,255MB,05:45:04 ,I:\(Estreno) Pantanal 2022 (Brasil)\011 - Pantanal 2022 (Brasil).mp4,,,,,
,020 - Pantanal 2022 (Brasil).mp4,253MB,05:45:15 ,I:\(Estreno) Pantanal 2022 (Brasil)\020 - Pantanal 2022 (Brasil).mp4,,,,,
,007 - Pantanal 2022 (Brasil).mp4,245MB,05:45:24 ,I:\(Estreno) Pantanal 2022 (Brasil)\007 - Pantanal 2022 (Brasil).mp4,,,,,
,006 - Pantanal 2022 (Brasil).mp4,241MB,05:45:57 ,I:\(Estreno) Pantanal 2022 (Brasil)\006 - Pantanal 2022 (Brasil).mp4,,,,,
,012 - Pantanal 2022 (Brasil).mp4,241MB,05:46:23 ,I:\(Estreno) Pantanal 2022 (Brasil)\012 - Pantanal 2022 (Brasil).mp4,,,,,
,009 - Pantanal 2022 (Brasil).mp4,239MB,05:46:49 ,I:\(Estreno) Pantanal 2022 (Brasil)\009 - Pantanal 2022 (Brasil).mp4,,,,,
,010 - Pantanal 2022 (Brasil).mp4,238MB,05:47:28 ,I:\(Estreno) Pantanal 2022 (Brasil)\010 - Pantanal 2022 (Brasil).mp4,,,,,
,019 - Pantanal 2022 (Brasil).mp4,234MB,05:48:11 ,I:\(Estreno) Pantanal 2022 (Brasil)\019 - Pantanal 2022 (Brasil).mp4,,,,,
,008 - Pantanal 2022 (Brasil).mp4,231MB,05:49:43 ,I:\(Estreno) Pantanal 2022 (Brasil)\008 - Pantanal 2022 (Brasil).mp4,,,,,
,017 - Pantanal 2022 (Brasil).mp4,226MB,05:51:58 ,I:\(Estreno) Pantanal 2022 (Brasil)\017 - Pantanal 2022 (Brasil).mp4,,,,,
,002 - Pantanal 2022 (Brasil).mp4,225MB,05:53:11 ,I:\(Estreno) Pantanal 2022 (Brasil)\002 - Pantanal 2022 (Brasil).mp4,,,,,
,018 - Pantanal 2022 (Brasil).mp4,217MB,05:53:52 ,I:\(Estreno) Pantanal 2022 (Brasil)\018 - Pantanal 2022 (Brasil).mp4,,,,,
,6x00 - ! LIDLT01 Rumbo a la isla de las tentaciones Capitulo 1 {18-01-2023}.mp4,177MB,05:44:29 ,I:\La Isla De Las Tentaciones (2022) Temp. 6\6x00 - ! LIDLT01 Rumbo a la isla de las tentaciones Capitulo 1 {18-01-2023}.mp4,,,,,
,168 - Amor sin Igual (Brasil).mp4,158MB,05:54:31 ,I:\! 20 de octubre\Amor sin Igual\168 - Amor sin Igual (Brasil).mp4,,,,,
,167 - Amor sin Igual (Brasil).mp4,153MB,05:55:06 ,I:\! 20 de octubre\Amor sin Igual\167 - Amor sin Igual (Brasil).mp4,,,,,
,Amor Sin Igual Capt-173 {22-01-2023}.mp4,142MB,05:45:30 ,I:\! 20 de octubre\Amor sin Igual\Amor Sin Igual Capt-173 {22-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-170 {18-01-2023}.mp4,141MB,05:45:33 ,I:\! 20 de octubre\Amor sin Igual\Amor Sin Igual Capt-170 {18-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-174 {24-01-2023}.mp4,131MB,05:44:41 ,I:\! 20 de octubre\Amor sin Igual\Amor Sin Igual Capt-174 {24-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-169 {18-01-2023}.mp4,130MB,05:45:37 ,I:\! 20 de octubre\Amor sin Igual\Amor Sin Igual Capt-169 {18-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-172 {20-01-2023}.mp4,121MB,05:46:04 ,I:\! 20 de octubre\Amor sin Igual\Amor Sin Igual Capt-172 {20-01-2023}.mp4,,,,,
,Amor Sin Igual Capt-171 {20-01-2023}.mp4,110MB,05:46:20 ,I:\! 20 de octubre\Amor sin Igual\Amor Sin Igual Capt-171 {20-01-2023}.mp4,,,,,
,Last-Light-Mini-Serie-Completa-2022-HD-1080p-Latino-Dual-Portada.jpg,118KB,05:52:37 ,I:\! 20 de octubre\Last Light [TENP 1] [Cap.05]  [Dual Audio]\Last-Light-Mini-Serie-Completa-2022-HD-1080p-Latino-Dual-Portada.jpg,,,,,
CHINA (N:),,Memoria 8 GB,17:29,1.1 GB,5 ficheros,1 fichero,$11,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,El Señor de los cielos 8 Capt-5 {23-01-2023}.mpg,292MB,05:30:25 ,N:\El Señor de los cielos 8 Capt-5 {23-01-2023}.mpg,,,,,
,El Señor de los cielos 8 Capt-6 {24-01-2023}.mpg,278MB,05:31:04 ,N:\El Señor de los cielos 8 Capt-6 {24-01-2023}.mpg,,,,,
,Tokyo Revengers- Seiya Kessen-hen Episodio 2 {15-01-2023}.mp4,191MB,05:32:58 ,N:\Tokyo Revengers- Seiya Kessen-hen Episodio 2 {15-01-2023}.mp4,,,,,
,Tokyo Revengers- Seiya Kessen-hen Episodio 1 {09-01-2023}.mp4,191MB,05:32:31 ,N:\Tokyo Revengers- Seiya Kessen-hen Episodio 1 {09-01-2023}.mp4,,,,,
,Tokyo Revengers- Seiya Kessen-hen Episodio 3 {22-01-2023}.mp4,190MB,05:31:39 ,N:\Tokyo Revengers- Seiya Kessen-hen Episodio 3 {22-01-2023}.mp4,,,,,
Xiaomi Redmi A1,,Celular,17:25,8.5 GB,19 ficheros,47 ficheros,$38,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,Fate Zero - 13 [BD 1080p].mkv,601MB,05:37:19 ,\Almacenamiento interno compartido\Fate Zero - 13 [BD 1080p].mkv,,,,,
,Fate Zero - 11 [BD 1080p].mkv,600MB,05:31:56 ,\Almacenamiento interno compartido\Fate Zero - 11 [BD 1080p].mkv,,,,,
,Fate Zero - 16 [BD 1080p].mkv,551MB,05:38:17 ,\Almacenamiento interno compartido\Fate Zero - 16 [BD 1080p].mkv,,,,,
,Fate Zero - 21 [BD 1080p].mkv,551MB,05:44:05 ,\Almacenamiento interno compartido\Fate Zero - 21 [BD 1080p].mkv,,,,,
,Fate Zero - 22 [BD 1080p].mkv,551MB,05:44:32 ,\Almacenamiento interno compartido\Fate Zero - 22 [BD 1080p].mkv,,,,,
,Fate Zero - 20 [BD 1080p].mkv,551MB,05:43:43 ,\Almacenamiento interno compartido\Fate Zero - 20 [BD 1080p].mkv,,,,,
,Fate Zero - 12 [BD 1080p].mkv,550MB,05:32:34 ,\Almacenamiento interno compartido\Fate Zero - 12 [BD 1080p].mkv,,,,,
,Fate Zero - 10 [BD 1080p].mkv,550MB,05:31:25 ,\Almacenamiento interno compartido\Fate Zero - 10 [BD 1080p].mkv,,,,,
,Fate Zero - 09 [BD 1080p].mkv,550MB,05:30:58 ,\Almacenamiento interno compartido\Fate Zero - 09 [BD 1080p].mkv,,,,,
,Fate Zero - 08 [BD 1080p].mkv,550MB,05:30:30 ,\Almacenamiento interno compartido\Fate Zero - 08 [BD 1080p].mkv,,,,,
,Fate Zero - 14 [BD 1080p].mkv,550MB,05:37:36 ,\Almacenamiento interno compartido\Fate Zero - 14 [BD 1080p].mkv,,,,,
,Fate Zero - 15 [BD 1080p].mkv,550MB,05:37:54 ,\Almacenamiento interno compartido\Fate Zero - 15 [BD 1080p].mkv,,,,,
,Fate Zero - 19 [BD 1080p].mkv,550MB,05:43:21 ,\Almacenamiento interno compartido\Fate Zero - 19 [BD 1080p].mkv,,,,,
,Fate Zero - 18 [BD 1080p].mkv,550MB,05:42:59 ,\Almacenamiento interno compartido\Fate Zero - 18 [BD 1080p].mkv,,,,,
,High Card Episodio 3 {23-01-2023}.mp4,191MB,05:32:57 ,\Almacenamiento interno compartido\High Card Episodio 3 {23-01-2023}.mp4,,,,,
,High Card Episodio 2 {16-01-2023}.mp4,191MB,05:32:06 ,\Almacenamiento interno compartido\High Card Episodio 2 {16-01-2023}.mp4,,,,,
,Hyouken no Majutsushi ga Sekai wo Suberu Episodio 3 {19-01-2023}.mp4,191MB,05:33:17 ,\Almacenamiento interno compartido\Hyouken no Majutsushi ga Sekai wo Suberu Episodio 3 {19-01-2023}.mp4,,,,,
,Technoroid- Overmind Episodio 3 {19-01-2023}.mp4,191MB,05:34:22 ,\Almacenamiento interno compartido\Technoroid- Overmind Episodio 3 {19-01-2023}.mp4,,,,,
,Bungou Stray Dogs 4th Season Episodio 3 {18-01-2023}.mp4,190MB,05:34:37 ,\Almacenamiento interno compartido\Bungou Stray Dogs 4th Season Episodio 3 {18-01-2023}.mp4,,,,,
SAMSUNG Electronics Co. Ltd.  GT-P7500,,Celular,17:23,1.5 GB,2 ficheros,7 ficheros,$14,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,Top Gun Maverick [2022] [1080p] [Dual Audio].mpg,872MB,05:26:19 ,\Tablet\Top Gun Maverick [2022] [1080p] [Dual Audio].mpg,,,,,
,Jarhead Law Of Return (2019)_mpeg1video.mpg,666MB,05:28:24 ,\Tablet\Jarhead Law Of Return (2019)_mpeg1video.mpg,,,,,
JAVO 14 GB (I:),,Memoria 16 GB,17:18,1.9 GB,16 ficheros,0 ficheros,$50,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,A01A.iso,1.9GB,05:19:12 ,I:\Assassin's Creed Liberation HD - [2014]\A01A.iso,,,,,
,ac3lhd_32 2014-01-18 06-40-01-67.jpg,225KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-40-01-67.jpg,,,,,
,ac3lhd_32 2014-01-18 06-40-10-15.jpg,224KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-40-10-15.jpg,,,,,
,ac3lhd_32 2014-01-18 06-39-19-42.jpg,188KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-39-19-42.jpg,,,,,
,ac3lhd_32 2014-01-18 06-14-52-57.jpg,178KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-14-52-57.jpg,,,,,
,ac3lhd_32 2014-01-18 06-38-14-90.jpg,162KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-38-14-90.jpg,,,,,
,ac3lhd_32 2014-01-18 06-14-11-11.jpg,161KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-14-11-11.jpg,,,,,
,ac3lhd_32 2014-01-18 06-13-56-11.jpg,146KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-13-56-11.jpg,,,,,
,ac3lhd_32 2014-01-18 06-13-22-56.jpg,144KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-13-22-56.jpg,,,,,
,ac3lhd_32 2014-01-18 06-41-55-57.jpg,139KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-41-55-57.jpg,,,,,
,ac3lhd_32 2014-01-18 06-15-27-10.jpg,130KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-15-27-10.jpg,,,,,
,ac3lhd_32 2014-01-18 06-15-54-20.jpg,126KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-15-54-20.jpg,,,,,
,ac3lhd_32 2014-01-18 06-13-02-04.jpg,91KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Capturas\ac3lhd_32 2014-01-18 06-13-02-04.jpg,,,,,
,Instrucciones para instalar.txt,1KB,05:30:46 ,I:\Assassin's Creed Liberation HD - [2014]\Instrucciones para instalar.txt,,,,,
,+++.txt,1KB,05:19:12 ,I:\Assassin's Creed Liberation HD - [2014]\+++.txt,,,,,
,+ Descarga gratis mas juegos para PC por Mega.url,1KB,05:19:12 ,I:\Assassin's Creed Liberation HD - [2014]\+ Descarga gratis mas juegos para PC por Mega.url,,,,,
(P:),,Memoria 4 GB,16:56,2.7 GB,3 ficheros,12 ficheros,$21,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,12 Strong [2018] [1080p] [Dual Audio].mpg,1.1GB,05:03:42 ,P:\657 PELICULAS CONVERTIDAS MPG (3$)\12 Strong [2018] [1080p] [Dual Audio].mpg,,,,,
,Tom Clancys Without Remorse (2021) 1080p DUAL.mpg,1005MB,05:04:47 ,P:\Tom Clancys Without Remorse (2021) 1080p DUAL.mpg,,,,,
,The Invitation 2022 [Dual Audio].mpg,653MB,05:05:50 ,P:\The Invitation 2022 [Dual Audio].mpg,,,,,
(O:),,Memoria 8 GB,16:52,6.7 GB,8 ficheros,38 ficheros,$46,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,The Pale Blue Eye (2022) 1080p DUAL.mkv,2.7GB,04:55:10 ,O:\[HD] The Pale Blue Eye (Los Crimenes de la Academia) (2022) DUAL\The Pale Blue Eye (2022) 1080p DUAL.mkv,,,,,
,Den.of.thieves.2018.1080p-dual-lat-cinecalidad.to.mp4,2.2GB,05:05:50 ,O:\[HD] Den of thieves\Den.of.thieves.2018.1080p-dual-lat-cinecalidad.to.mp4,,,,,
,Day Shift [2022] [1080p].mpg,1.0GB,05:15:12 ,O:\Day Shift [2022] [1080p].mpg,,,,,
,M3GAN (2023) 1080p DUAL ESP.mpg,810MB,05:19:04 ,O:\M3GAN (2023) 1080p DUAL ESP.mpg,,,,,
,eng.srt,108KB,04:55:07 ,O:\[HD] The Pale Blue Eye (Los Crimenes de la Academia) (2022) DUAL\Subs\eng.srt,,,,,
,spa.srt,99KB,04:55:08 ,O:\[HD] The Pale Blue Eye (Los Crimenes de la Academia) (2022) DUAL\Subs\spa.srt,,,,,
,The Pale Blue Eye (2022) 1080p DUAL.jpg,40KB,04:55:08 ,O:\[HD] The Pale Blue Eye (Los Crimenes de la Academia) (2022) DUAL\The Pale Blue Eye (2022) 1080p DUAL.jpg,,,,,
,spa.forzados.srt,1KB,04:55:07 ,O:\[HD] The Pale Blue Eye (Los Crimenes de la Academia) (2022) DUAL\Subs\spa.forzados.srt,,,,,
(P:),,Memoria 4 GB,16:48,2 MB,3 ficheros,0 ficheros,$0,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,LaunchU3.exe,2MB,04:48:40 ,P:\LaunchU3.exe,,,,,
,LPGDB.xml,1KB,04:48:39 ,P:\System\Apps\LPGDB.xml,,,,,
,LPDB.xml,1KB,04:48:39 ,P:\System\Apps\LPDB.xml,,,,,
(M:),,Memoria 32 GB,16:40,28.4 GB,95 ficheros,88 ficheros,$233,,""""""
,Nombre de Fichero,Tamaño,Hora de copia,Ruta donde se copió,,,,,
,Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL.mkv,2.0GB,05:25:31 ,M:\PELICULAS\Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL\Inspector Sun y la maldición de la viuda negra (2023) 1080p DUAL.mkv,,,,,
,S01E01.mkv,1.1GB,05:51:52 ,M:\Déjame Entrar [TEMP 1] [10 Cap.] [Dual Audio] FDT\S01E01.mkv,,,,,
,S01E02.mkv,1.0GB,05:54:49 ,M:\Déjame Entrar [TEMP 1] [10 Cap.] [Dual Audio] FDT\S01E02.mkv,,,,,
,026 - Entre Sombras (Colombia).mp4,1011MB,04:57:42 ,M:\Entre sombras [COLOMBIA] (60 CAP)\026 - Entre Sombras (Colombia).mp4,,,,,
,027 - Entre Sombras (Colombia).mp4,998MB,05:00:08 ,M:\Entre sombras [COLOMBIA] (60 CAP)\027 - Entre Sombras (Colombia).mp4,,,,,
,028 - Entre Sombras (Colombia).mp4,985MB,05:02:30 ,M:\Entre sombras [COLOMBIA] (60 CAP)\028 - Entre Sombras (Colombia).mp4,,,,,
,"Lilo, mi amigo el cocodrilo (2022).mp4",892MB,05:30:54 ,"M:\PELICULAS\Lilo, mi amigo el cocodrilo (2022)\Lilo, mi amigo el cocodrilo (2022).mp4",,,,,
,043 - Entre Sombras (Colombia).mp4,746MB,05:48:15 ,M:\(Estreno) Entre Sombras (Colombia)\043 - Entre Sombras (Colombia).mp4,,,,,
,Hemlock Grove - 3x01.mp4,545MB,05:14:08 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x01.mp4,,,,,
,Hemlock Grove - 3x03.mp4,538MB,05:16:12 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x03.mp4,,,,,
,Hemlock Grove - 3x10.mp4,523MB,05:24:11 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x10.mp4,,,,,
,Hemlock Grove - 3x09.mp4,509MB,05:22:48 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x09.mp4,,,,,
,Hemlock Grove - 3x04.mp4,494MB,05:17:28 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x04.mp4,,,,,
,Hemlock Grove - 3x08.mp4,492MB,05:21:17 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x08.mp4,,,,,
,La peor pesadilla {23-01-2023}.mpg,463MB,04:52:14 ,M:\DOCUMENTALES\La peor pesadilla {23-01-2023}.mpg,,,,,
,Cuando el mal se disfraza {23-01-2023}.mpg,462MB,04:51:08 ,M:\DOCUMENTALES\Cuando el mal se disfraza {23-01-2023}.mpg,,,,,
,Vecino asesino 4 {16-01-2023}.mpg,462MB,04:47:48 ,M:\DOCUMENTALES\Vecino asesino 4 {16-01-2023}.mpg,,,,,
,Crimen casi perfecto {23-01-2023}.mpg,462MB,04:49:00 ,M:\DOCUMENTALES\Crimen casi perfecto {23-01-2023}.mpg,,,,,
,La peor pesadilla 1 {23-01-2023}.mpg,461MB,04:54:03 ,M:\DOCUMENTALES\La peor pesadilla 1 {23-01-2023}.mpg,,,,,
,Maldad en el pueblo 1 {16-01-2023}.mpg,461MB,04:44:04 ,M:\DOCUMENTALES\Maldad en el pueblo 1 {16-01-2023}.mpg,,,,,
,Maldad en el pueblo {16-01-2023}.mpg,453MB,04:42:52 ,M:\DOCUMENTALES\Maldad en el pueblo {16-01-2023}.mpg,,,,,
,Vecino asesino {16-01-2023}.mpg,453MB,04:45:15 ,M:\DOCUMENTALES\Vecino asesino {16-01-2023}.mpg,,,,,
,Crimen casi perfecto {24-01-2023}.mpg,453MB,04:50:07 ,M:\DOCUMENTALES\Crimen casi perfecto {24-01-2023}.mpg,,,,,
,Vecino asesino 2 {16-01-2023}.mpg,450MB,04:46:28 ,M:\DOCUMENTALES\Vecino asesino 2 {16-01-2023}.mpg,,,,,
,039 - Entre Sombras (Colombia).mp4,410MB,05:12:55 ,M:\Entre sombras [COLOMBIA] (60 CAP)\039 - Entre Sombras (Colombia).mp4,,,,,
,041 - Entre Sombras (Colombia).mp4,396MB,05:46:51 ,M:\(Estreno) Entre Sombras (Colombia)\041 - Entre Sombras (Colombia).mp4,,,,,
,045 - Entre Sombras (Colombia).mp4,396MB,05:50:51 ,M:\(Estreno) Entre Sombras (Colombia)\045 - Entre Sombras (Colombia).mp4,,,,,
,034 - Entre Sombras (Colombia).mp4,394MB,05:08:59 ,M:\Entre sombras [COLOMBIA] (60 CAP)\034 - Entre Sombras (Colombia).mp4,,,,,
,Hemlock Grove - 3x07.mp4,384MB,05:20:24 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x07.mp4,,,,,
,Hemlock Grove - 3x06.mp4,373MB,05:19:29 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x06.mp4,,,,,
,029 - Entre Sombras (Colombia).mp4,364MB,05:04:53 ,M:\Entre sombras [COLOMBIA] (60 CAP)\029 - Entre Sombras (Colombia).mp4,,,,,
,035 - Entre Sombras (Colombia).mp4,362MB,05:10:03 ,M:\Entre sombras [COLOMBIA] (60 CAP)\035 - Entre Sombras (Colombia).mp4,,,,,
,038 - Entre Sombras (Colombia).mp4,361MB,05:12:02 ,M:\Entre sombras [COLOMBIA] (60 CAP)\038 - Entre Sombras (Colombia).mp4,,,,,
,Hemlock Grove - 3x05.mp4,357MB,05:18:35 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x05.mp4,,,,,
,047 - El Fenix (Zumruduanka) (Turca) ESP.mp4,337MB,05:42:40 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\047 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,Hemlock Grove - 3x02.mp4,334MB,05:15:25 ,M:\Hemlock Grove - [Temp 3] [Caps.10]\Hemlock Grove - 3x02.mp4,,,,,
,051 - El Fenix (Zumruduanka) (Turca) ESP (FIN).mp4,332MB,05:46:00 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\051 - El Fenix (Zumruduanka) (Turca) ESP (FIN).mp4,,,,,
,030 - Entre Sombras (Colombia).mp4,331MB,05:05:54 ,M:\Entre sombras [COLOMBIA] (60 CAP)\030 - Entre Sombras (Colombia).mp4,,,,,
,048 - El Fenix (Zumruduanka) (Turca) ESP.mp4,330MB,05:43:32 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\048 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,050 - El Fenix (Zumruduanka) (Turca) ESP.mp4,321MB,05:45:06 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\050 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,049 - El Fenix (Zumruduanka) (Turca) ESP.mp4,311MB,05:44:18 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\049 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,044 - El Fenix (Zumruduanka) (Turca) ESP.mp4,308MB,05:40:32 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\044 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,036 - Entre Sombras (Colombia).mp4,293MB,05:10:54 ,M:\Entre sombras [COLOMBIA] (60 CAP)\036 - Entre Sombras (Colombia).mp4,,,,,
,046 - El Fenix (Zumruduanka) (Turca) ESP.mp4,290MB,05:41:59 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\046 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,044 - Entre Sombras (Colombia).mp4,289MB,05:50:06 ,M:\(Estreno) Entre Sombras (Colombia)\044 - Entre Sombras (Colombia).mp4,,,,,
,033 - El Fenix (Zumruduanka) (Turca) ESP.mp4,288MB,05:33:49 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\033 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,041 - El Fenix (Zumruduanka) (Turca) ESP.mp4,287MB,05:38:36 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\041 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,042 - El Fenix (Zumruduanka) (Turca) ESP.mp4,286MB,05:39:15 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\042 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,032 - El Fenix (Zumruduanka) (Turca) ESP.mp4,285MB,05:33:07 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\032 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,045 - El Fenix (Zumruduanka) (Turca) ESP.mp4,275MB,05:41:16 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\045 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,040 - El Fenix (Zumruduanka) (Turca) ESP.mp4,271MB,05:37:57 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\040 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,039 - El Fenix (Zumruduanka) (Turca) ESP.mp4,267MB,05:37:21 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\039 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,043 - El Fenix (Zumruduanka) (Turca) ESP.mp4,266MB,05:39:55 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\043 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,038 - El Fenix (Zumruduanka) (Turca) ESP.mp4,254MB,05:36:45 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\038 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,037 - El Fenix (Zumruduanka) (Turca) ESP.mp4,253MB,05:36:10 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\037 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,036 - El Fenix (Zumruduanka) (Turca) ESP.mp4,248MB,05:35:35 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\036 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,035 - El Fenix (Zumruduanka) (Turca) ESP.mp4,244MB,05:35:01 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\035 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
,034 - El Fenix (Zumruduanka) (Turca) ESP.mp4,234MB,05:34:29 ,M:\El Fenix (Zumruduanka) (Turca) ESP COMPLETA\034 - El Fenix (Zumruduanka) (Turca) ESP.mp4,,,,,
