,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Viernes 1 de Abril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   38  Dispositivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   337.4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   917 ficheros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   $5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nombre de Dispositivo,,Tipo,Hora de inserci�n,Tama�o Total copiado,Total de ficheros copiados,Ficheros borrados,Pago,Cobr�,Comentario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCL Alcatel 1,Celular,18:38,3.2 GB,5 ficheros,0 ficheros,$10,,""""""
,Nombre de Fichero,Tama�o,Hora de copia,Ruta donde se copi�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"057 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",207MB,06:22:55 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\057 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"066 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",206MB,06:24:47 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\066 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"068 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",204MB,06:25:15 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\068 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"062 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",202MB,06:23:56 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\062 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"061 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",195MB,06:23:39 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\061 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"071 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",195MB,06:25:54 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\071 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"070 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",193MB,06:25:38 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\070 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"063 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",193MB,06:24:08 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\063 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"067 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",192MB,06:25:03 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\067 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"069 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",178MB,06:25:27 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\069 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"065 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",177MB,06:24:36 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\065 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"040 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",170MB,06:18:16 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\040 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"021 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",169MB,06:13:15 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\021 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"060 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",169MB,06:23:27 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\060 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"059 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",167MB,06:23:16 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\059 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"017 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",163MB,06:11:23 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\017 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"023 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",156MB,06:14:02 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\023 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"029 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",152MB,06:16:13 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\029 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"035 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",152MB,06:17:10 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\035 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"034 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",152MB,06:16:59 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\034 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"033 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",152MB,06:16:50 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\033 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"039 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",152MB,06:18:07 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\039 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"042 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",151MB,06:18:35 p.m.,"O:\Ada Masali, El Cuento de la Isla (Turca)\042 - Ada Masali, El Cuento de la Isla (Turca) ESP.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
